question,answer
How do I search for documents in 'app' where 'message' contains 'System rebooted'?,"GET /app/_search
{
  ""query"": {
    ""match_phrase"": {
      ""message"": ""System rebooted""
    }
  }
}"
How do I delete a specific document with ID 192 from the 'audit' index?,DELETE /audit/_doc/192
How do I delete a specific document with ID 198 from the 'events' index?,DELETE /events/_doc/198
How do I insert a new document with random data into the 'audit' index?,"POST /audit/_doc
{
  ""user_id"": ""User logged in"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 460 in the 'audit' index?,"PUT /audit/_doc/460
{
  ""event_type"": ""User logged in"",
  ""updated"": true
}"
How do I insert a new document with random data into the 'app' index?,"POST /app/_doc
{
  ""username"": ""Login failed"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I delete the entire 'logs' index?,DELETE /logs
How do I search for documents in 'logs' where 'user_id' contains 'File uploaded'?,"GET /logs/_search
{
  ""query"": {
    ""match_phrase"": {
      ""user_id"": ""File uploaded""
    }
  }
}"
How do I delete the entire 'metrics' index?,DELETE /metrics
How do I search for documents in 'audit' where 'status_code' contains 'System rebooted'?,"GET /audit/_search
{
  ""query"": {
    ""match_phrase"": {
      ""status_code"": ""System rebooted""
    }
  }
}"
How do I update or create a document with ID 170 in the 'logs' index?,"PUT /logs/_doc/170
{
  ""username"": ""Login failed"",
  ""updated"": true
}"
How do I retrieve document ID 208 from the 'app' index?,GET /app/_doc/208
How do I retrieve document ID 424 from the 'logs' index?,GET /logs/_doc/424
How do I search for documents in 'app' where 'timestamp' contains 'System rebooted'?,"GET /app/_search
{
  ""query"": {
    ""match_phrase"": {
      ""timestamp"": ""System rebooted""
    }
  }
}"
How do I search for documents in 'app' where 'event_type' contains 'Unauthorized access'?,"GET /app/_search
{
  ""query"": {
    ""match_phrase"": {
      ""event_type"": ""Unauthorized access""
    }
  }
}"
How do I insert a new document with random data into the 'metrics' index?,"POST /metrics/_doc
{
  ""ip_address"": ""Login failed"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I insert a new document with random data into the 'logs' index?,"POST /logs/_doc
{
  ""message"": ""User logged in"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I delete the entire 'audit' index?,DELETE /audit
How do I update or create a document with ID 221 in the 'events' index?,"PUT /events/_doc/221
{
  ""username"": ""Login failed"",
  ""updated"": true
}"
How do I retrieve document ID 144 from the 'app' index?,GET /app/_doc/144
How do I delete the entire 'events' index?,DELETE /events
How do I insert a new document with random data into the 'security' index?,"POST /security/_doc
{
  ""username"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I delete the entire 'metrics' index?,DELETE /metrics
How do I insert a new document with random data into the 'logs' index?,"POST /logs/_doc
{
  ""user_id"": ""User logged in"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I retrieve document ID 18 from the 'users' index?,GET /users/_doc/18
How do I update or create a document with ID 494 in the 'logs' index?,"PUT /logs/_doc/494
{
  ""status_code"": ""System rebooted"",
  ""updated"": true
}"
How do I insert a new document with random data into the 'audit' index?,"POST /audit/_doc
{
  ""ip_address"": ""System rebooted"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I insert a new document with random data into the 'users' index?,"POST /users/_doc
{
  ""status_code"": ""System rebooted"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 224 in the 'security' index?,"PUT /security/_doc/224
{
  ""username"": ""Unauthorized access"",
  ""updated"": true
}"
How do I search for documents in 'security' where 'event_type' contains 'Login failed'?,"GET /security/_search
{
  ""query"": {
    ""match_phrase"": {
      ""event_type"": ""Login failed""
    }
  }
}"
How do I retrieve document ID 310 from the 'metrics' index?,GET /metrics/_doc/310
How do I update or create a document with ID 474 in the 'users' index?,"PUT /users/_doc/474
{
  ""username"": ""File uploaded"",
  ""updated"": true
}"
How do I delete a specific document with ID 308 from the 'logs' index?,DELETE /logs/_doc/308
How do I search for documents in 'users' where 'user_id' contains 'Unauthorized access'?,"GET /users/_search
{
  ""query"": {
    ""match_phrase"": {
      ""user_id"": ""Unauthorized access""
    }
  }
}"
How do I retrieve document ID 335 from the 'audit' index?,GET /audit/_doc/335
How do I insert a new document with random data into the 'logs' index?,"POST /logs/_doc
{
  ""message"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I retrieve document ID 59 from the 'users' index?,GET /users/_doc/59
How do I update or create a document with ID 282 in the 'audit' index?,"PUT /audit/_doc/282
{
  ""user_id"": ""Unauthorized access"",
  ""updated"": true
}"
How do I insert a new document with random data into the 'security' index?,"POST /security/_doc
{
  ""status_code"": ""Login failed"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I insert a new document with random data into the 'metrics' index?,"POST /metrics/_doc
{
  ""timestamp"": ""User logged in"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 134 in the 'events' index?,"PUT /events/_doc/134
{
  ""status_code"": ""Unauthorized access"",
  ""updated"": true
}"
How do I retrieve document ID 156 from the 'app' index?,GET /app/_doc/156
How do I insert a new document with random data into the 'metrics' index?,"POST /metrics/_doc
{
  ""message"": ""Login failed"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I retrieve document ID 130 from the 'security' index?,GET /security/_doc/130
How do I search for documents in 'audit' where 'event_type' contains 'File uploaded'?,"GET /audit/_search
{
  ""query"": {
    ""match_phrase"": {
      ""event_type"": ""File uploaded""
    }
  }
}"
How do I delete a specific document with ID 346 from the 'app' index?,DELETE /app/_doc/346
How do I search for documents in 'audit' where 'status_code' contains 'File uploaded'?,"GET /audit/_search
{
  ""query"": {
    ""match_phrase"": {
      ""status_code"": ""File uploaded""
    }
  }
}"
How do I delete the entire 'security' index?,DELETE /security
How do I search for documents in 'audit' where 'ip_address' contains 'System rebooted'?,"GET /audit/_search
{
  ""query"": {
    ""match_phrase"": {
      ""ip_address"": ""System rebooted""
    }
  }
}"
How do I delete the entire 'security' index?,DELETE /security
How do I update or create a document with ID 378 in the 'logs' index?,"PUT /logs/_doc/378
{
  ""message"": ""User logged in"",
  ""updated"": true
}"
How do I delete the entire 'audit' index?,DELETE /audit
How do I search for documents in 'app' where 'status_code' contains 'Unauthorized access'?,"GET /app/_search
{
  ""query"": {
    ""match_phrase"": {
      ""status_code"": ""Unauthorized access""
    }
  }
}"
How do I update or create a document with ID 159 in the 'users' index?,"PUT /users/_doc/159
{
  ""timestamp"": ""User logged in"",
  ""updated"": true
}"
How do I update or create a document with ID 139 in the 'users' index?,"PUT /users/_doc/139
{
  ""username"": ""Login failed"",
  ""updated"": true
}"
How do I search for documents in 'logs' where 'user_id' contains 'Unauthorized access'?,"GET /logs/_search
{
  ""query"": {
    ""match_phrase"": {
      ""user_id"": ""Unauthorized access""
    }
  }
}"
How do I delete the entire 'security' index?,DELETE /security
How do I retrieve document ID 239 from the 'security' index?,GET /security/_doc/239
How do I update or create a document with ID 118 in the 'metrics' index?,"PUT /metrics/_doc/118
{
  ""user_id"": ""Unauthorized access"",
  ""updated"": true
}"
How do I update or create a document with ID 443 in the 'events' index?,"PUT /events/_doc/443
{
  ""event_type"": ""Unauthorized access"",
  ""updated"": true
}"
How do I delete the entire 'logs' index?,DELETE /logs
How do I update or create a document with ID 123 in the 'events' index?,"PUT /events/_doc/123
{
  ""user_id"": ""System rebooted"",
  ""updated"": true
}"
How do I delete the entire 'security' index?,DELETE /security
How do I search for documents in 'app' where 'event_type' contains 'System rebooted'?,"GET /app/_search
{
  ""query"": {
    ""match_phrase"": {
      ""event_type"": ""System rebooted""
    }
  }
}"
How do I insert a new document with random data into the 'app' index?,"POST /app/_doc
{
  ""timestamp"": ""System rebooted"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I retrieve document ID 328 from the 'audit' index?,GET /audit/_doc/328
How do I retrieve document ID 321 from the 'app' index?,GET /app/_doc/321
How do I update or create a document with ID 320 in the 'metrics' index?,"PUT /metrics/_doc/320
{
  ""username"": ""User logged in"",
  ""updated"": true
}"
How do I insert a new document with random data into the 'events' index?,"POST /events/_doc
{
  ""message"": ""Login failed"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 442 in the 'app' index?,"PUT /app/_doc/442
{
  ""username"": ""File uploaded"",
  ""updated"": true
}"
How do I update or create a document with ID 120 in the 'security' index?,"PUT /security/_doc/120
{
  ""status_code"": ""Unauthorized access"",
  ""updated"": true
}"
How do I update or create a document with ID 167 in the 'metrics' index?,"PUT /metrics/_doc/167
{
  ""user_id"": ""Unauthorized access"",
  ""updated"": true
}"
How do I delete the entire 'security' index?,DELETE /security
How do I search for documents in 'app' where 'username' contains 'Unauthorized access'?,"GET /app/_search
{
  ""query"": {
    ""match_phrase"": {
      ""username"": ""Unauthorized access""
    }
  }
}"
How do I retrieve document ID 185 from the 'users' index?,GET /users/_doc/185
How do I delete the entire 'metrics' index?,DELETE /metrics
How do I retrieve document ID 25 from the 'security' index?,GET /security/_doc/25
How do I retrieve document ID 295 from the 'logs' index?,GET /logs/_doc/295
How do I delete the entire 'logs' index?,DELETE /logs
How do I retrieve document ID 265 from the 'app' index?,GET /app/_doc/265
How do I retrieve document ID 70 from the 'logs' index?,GET /logs/_doc/70
How do I update or create a document with ID 3 in the 'app' index?,"PUT /app/_doc/3
{
  ""status_code"": ""System rebooted"",
  ""updated"": true
}"
How do I search for documents in 'audit' where 'username' contains 'File uploaded'?,"GET /audit/_search
{
  ""query"": {
    ""match_phrase"": {
      ""username"": ""File uploaded""
    }
  }
}"
How do I retrieve document ID 496 from the 'users' index?,GET /users/_doc/496
How do I insert a new document with random data into the 'security' index?,"POST /security/_doc
{
  ""user_id"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I insert a new document with random data into the 'security' index?,"POST /security/_doc
{
  ""user_id"": ""User logged in"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I insert a new document with random data into the 'events' index?,"POST /events/_doc
{
  ""timestamp"": ""Unauthorized access"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I insert a new document with random data into the 'audit' index?,"POST /audit/_doc
{
  ""timestamp"": ""Login failed"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 323 in the 'security' index?,"PUT /security/_doc/323
{
  ""username"": ""User logged in"",
  ""updated"": true
}"
How do I delete the entire 'users' index?,DELETE /users
How do I insert a new document with random data into the 'events' index?,"POST /events/_doc
{
  ""ip_address"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I retrieve document ID 305 from the 'events' index?,GET /events/_doc/305
How do I insert a new document with random data into the 'metrics' index?,"POST /metrics/_doc
{
  ""user_id"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 132 in the 'app' index?,"PUT /app/_doc/132
{
  ""timestamp"": ""User logged in"",
  ""updated"": true
}"
How do I update or create a document with ID 477 in the 'users' index?,"PUT /users/_doc/477
{
  ""status_code"": ""File uploaded"",
  ""updated"": true
}"
How do I delete a specific document with ID 28 from the 'audit' index?,DELETE /audit/_doc/28
How do I delete a specific document with ID 55 from the 'events' index?,DELETE /events/_doc/55
How do I update or create a document with ID 409 in the 'users' index?,"PUT /users/_doc/409
{
  ""timestamp"": ""Unauthorized access"",
  ""updated"": true
}"
How do I insert a new document with random data into the 'audit' index?,"POST /audit/_doc
{
  ""username"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I delete the entire 'audit' index?,DELETE /audit
How do I insert a new document with random data into the 'events' index?,"POST /events/_doc
{
  ""status_code"": ""Unauthorized access"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I search for documents in 'users' where 'user_id' contains 'Login failed'?,"GET /users/_search
{
  ""query"": {
    ""match_phrase"": {
      ""user_id"": ""Login failed""
    }
  }
}"
How do I retrieve document ID 103 from the 'logs' index?,GET /logs/_doc/103
How do I update or create a document with ID 165 in the 'audit' index?,"PUT /audit/_doc/165
{
  ""event_type"": ""Login failed"",
  ""updated"": true
}"
How do I delete the entire 'audit' index?,DELETE /audit
How do I insert a new document with random data into the 'events' index?,"POST /events/_doc
{
  ""status_code"": ""System rebooted"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 70 in the 'app' index?,"PUT /app/_doc/70
{
  ""timestamp"": ""System rebooted"",
  ""updated"": true
}"
How do I delete a specific document with ID 269 from the 'metrics' index?,DELETE /metrics/_doc/269
How do I delete a specific document with ID 109 from the 'users' index?,DELETE /users/_doc/109
How do I insert a new document with random data into the 'events' index?,"POST /events/_doc
{
  ""username"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 467 in the 'logs' index?,"PUT /logs/_doc/467
{
  ""event_type"": ""User logged in"",
  ""updated"": true
}"
How do I retrieve document ID 337 from the 'security' index?,GET /security/_doc/337
How do I update or create a document with ID 370 in the 'users' index?,"PUT /users/_doc/370
{
  ""message"": ""User logged in"",
  ""updated"": true
}"
How do I retrieve document ID 194 from the 'users' index?,GET /users/_doc/194
How do I insert a new document with random data into the 'users' index?,"POST /users/_doc
{
  ""username"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I delete a specific document with ID 146 from the 'events' index?,DELETE /events/_doc/146
How do I update or create a document with ID 255 in the 'security' index?,"PUT /security/_doc/255
{
  ""user_id"": ""User logged in"",
  ""updated"": true
}"
How do I retrieve document ID 179 from the 'audit' index?,GET /audit/_doc/179
How do I delete a specific document with ID 322 from the 'security' index?,DELETE /security/_doc/322
How do I retrieve document ID 47 from the 'security' index?,GET /security/_doc/47
How do I update or create a document with ID 129 in the 'events' index?,"PUT /events/_doc/129
{
  ""status_code"": ""File uploaded"",
  ""updated"": true
}"
How do I update or create a document with ID 469 in the 'app' index?,"PUT /app/_doc/469
{
  ""user_id"": ""Unauthorized access"",
  ""updated"": true
}"
How do I delete a specific document with ID 154 from the 'app' index?,DELETE /app/_doc/154
How do I update or create a document with ID 483 in the 'app' index?,"PUT /app/_doc/483
{
  ""ip_address"": ""File uploaded"",
  ""updated"": true
}"
How do I update or create a document with ID 90 in the 'users' index?,"PUT /users/_doc/90
{
  ""ip_address"": ""System rebooted"",
  ""updated"": true
}"
How do I update or create a document with ID 352 in the 'logs' index?,"PUT /logs/_doc/352
{
  ""ip_address"": ""File uploaded"",
  ""updated"": true
}"
How do I delete the entire 'users' index?,DELETE /users
How do I update or create a document with ID 337 in the 'app' index?,"PUT /app/_doc/337
{
  ""timestamp"": ""Unauthorized access"",
  ""updated"": true
}"
How do I insert a new document with random data into the 'security' index?,"POST /security/_doc
{
  ""user_id"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I retrieve document ID 151 from the 'logs' index?,GET /logs/_doc/151
How do I retrieve document ID 358 from the 'events' index?,GET /events/_doc/358
How do I search for documents in 'events' where 'event_type' contains 'File uploaded'?,"GET /events/_search
{
  ""query"": {
    ""match_phrase"": {
      ""event_type"": ""File uploaded""
    }
  }
}"
How do I search for documents in 'logs' where 'username' contains 'User logged in'?,"GET /logs/_search
{
  ""query"": {
    ""match_phrase"": {
      ""username"": ""User logged in""
    }
  }
}"
How do I delete a specific document with ID 24 from the 'logs' index?,DELETE /logs/_doc/24
How do I retrieve document ID 423 from the 'users' index?,GET /users/_doc/423
How do I insert a new document with random data into the 'metrics' index?,"POST /metrics/_doc
{
  ""username"": ""User logged in"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I retrieve document ID 78 from the 'logs' index?,GET /logs/_doc/78
How do I retrieve document ID 445 from the 'app' index?,GET /app/_doc/445
How do I insert a new document with random data into the 'users' index?,"POST /users/_doc
{
  ""status_code"": ""User logged in"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I retrieve document ID 272 from the 'app' index?,GET /app/_doc/272
How do I update or create a document with ID 450 in the 'metrics' index?,"PUT /metrics/_doc/450
{
  ""event_type"": ""Unauthorized access"",
  ""updated"": true
}"
How do I delete a specific document with ID 357 from the 'users' index?,DELETE /users/_doc/357
How do I update or create a document with ID 485 in the 'events' index?,"PUT /events/_doc/485
{
  ""timestamp"": ""User logged in"",
  ""updated"": true
}"
How do I delete the entire 'metrics' index?,DELETE /metrics
How do I update or create a document with ID 398 in the 'users' index?,"PUT /users/_doc/398
{
  ""username"": ""File uploaded"",
  ""updated"": true
}"
How do I update or create a document with ID 215 in the 'audit' index?,"PUT /audit/_doc/215
{
  ""event_type"": ""User logged in"",
  ""updated"": true
}"
How do I update or create a document with ID 145 in the 'audit' index?,"PUT /audit/_doc/145
{
  ""ip_address"": ""User logged in"",
  ""updated"": true
}"
How do I retrieve document ID 459 from the 'events' index?,GET /events/_doc/459
How do I insert a new document with random data into the 'security' index?,"POST /security/_doc
{
  ""message"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 452 in the 'security' index?,"PUT /security/_doc/452
{
  ""ip_address"": ""System rebooted"",
  ""updated"": true
}"
How do I retrieve document ID 269 from the 'metrics' index?,GET /metrics/_doc/269
How do I update or create a document with ID 235 in the 'logs' index?,"PUT /logs/_doc/235
{
  ""message"": ""Login failed"",
  ""updated"": true
}"
How do I delete a specific document with ID 207 from the 'events' index?,DELETE /events/_doc/207
How do I retrieve document ID 106 from the 'metrics' index?,GET /metrics/_doc/106
How do I update or create a document with ID 348 in the 'audit' index?,"PUT /audit/_doc/348
{
  ""username"": ""System rebooted"",
  ""updated"": true
}"
How do I update or create a document with ID 309 in the 'users' index?,"PUT /users/_doc/309
{
  ""timestamp"": ""User logged in"",
  ""updated"": true
}"
How do I update or create a document with ID 333 in the 'security' index?,"PUT /security/_doc/333
{
  ""message"": ""Unauthorized access"",
  ""updated"": true
}"
How do I delete the entire 'events' index?,DELETE /events
How do I insert a new document with random data into the 'logs' index?,"POST /logs/_doc
{
  ""message"": ""System rebooted"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 371 in the 'events' index?,"PUT /events/_doc/371
{
  ""ip_address"": ""User logged in"",
  ""updated"": true
}"
How do I retrieve document ID 413 from the 'audit' index?,GET /audit/_doc/413
How do I delete a specific document with ID 71 from the 'security' index?,DELETE /security/_doc/71
How do I search for documents in 'metrics' where 'timestamp' contains 'File uploaded'?,"GET /metrics/_search
{
  ""query"": {
    ""match_phrase"": {
      ""timestamp"": ""File uploaded""
    }
  }
}"
How do I update or create a document with ID 122 in the 'users' index?,"PUT /users/_doc/122
{
  ""status_code"": ""Unauthorized access"",
  ""updated"": true
}"
How do I delete a specific document with ID 148 from the 'security' index?,DELETE /security/_doc/148
How do I update or create a document with ID 87 in the 'logs' index?,"PUT /logs/_doc/87
{
  ""timestamp"": ""Login failed"",
  ""updated"": true
}"
How do I delete the entire 'audit' index?,DELETE /audit
How do I search for documents in 'security' where 'event_type' contains 'User logged in'?,"GET /security/_search
{
  ""query"": {
    ""match_phrase"": {
      ""event_type"": ""User logged in""
    }
  }
}"
How do I insert a new document with random data into the 'app' index?,"POST /app/_doc
{
  ""message"": ""Login failed"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I delete the entire 'metrics' index?,DELETE /metrics
How do I update or create a document with ID 95 in the 'metrics' index?,"PUT /metrics/_doc/95
{
  ""timestamp"": ""System rebooted"",
  ""updated"": true
}"
How do I delete the entire 'users' index?,DELETE /users
How do I delete the entire 'events' index?,DELETE /events
How do I insert a new document with random data into the 'users' index?,"POST /users/_doc
{
  ""user_id"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
